city_id,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Rain (inches),Snow (inches),City Description,Country
395,Rotnes,60.06,10.86,59.0,58,75,14.99,0.0,0,shower rain,NO
396,Waddan,29.16,16.14,89.46,12,0,10.09,0.0,0,clear sky,LY
397,Dikson,73.51,80.55,41.0,78,43,19.06,0.0,0,scattered clouds,RU
398,Richards Bay,-28.78,32.04,64.92,70,0,13.18,0.0,0,clear sky,ZA
399,Nouadhibou,20.93,-17.03,71.6,78,0,24.16,0.0,0,clear sky,MR
400,Denizli,37.84,29.07,84.2,25,0,11.41,0.0,0,clear sky,TR
401,Bengkulu,-3.8,102.27,77.32,80,63,3.6,0.0,0,broken clouds,ID
402,Cockburn Town,21.46,-71.14,86.0,70,40,11.41,0.0,0,scattered clouds,TC
403,Bridlington,54.08,-0.19,59.0,87,99,9.17,0.0,0,haze,GB
404,Astana,51.18,71.45,66.2,68,75,20.13,0.0,0,thunderstorm,KZ
405,Luocheng,29.38,104.03,69.98,88,100,3.58,0.0,0,overcast clouds,CN
406,Santa Rosa,14.31,121.11,84.0,79,70,1.9,0.0,0,broken clouds,PH
407,Markova,48.68,24.41,82.4,51,27,4.47,0.0,0,scattered clouds,UA
408,Tiksi,71.69,128.87,45.05,68,70,6.51,0.0,0,broken clouds,RU
409,Obama,35.5,135.75,72.0,83,86,2.37,0.0,0,overcast clouds,JP
410,San Policarpo,12.18,125.51,81.21,78,77,1.36,0.0,0,broken clouds,PH
411,Alofi,-19.06,-169.92,75.2,94,87,1.12,0.18,0,light rain,NU
412,Praia Da Vitoria,38.73,-27.07,69.8,68,20,6.49,0.0,0,few clouds,PT
413,Cairo,30.06,31.25,89.6,33,0,10.29,0.0,0,clear sky,EG
414,Portachuelo,-17.35,-63.4,69.8,35,75,13.87,0.0,0,broken clouds,BO
415,Lowestoft,52.48,1.75,66.99,93,83,1.01,0.29,0,light rain,GB
416,Boende,-0.22,20.87,75.52,81,97,2.42,0.0,0,overcast clouds,CD
417,Waingapu,-9.66,120.26,73.15,84,1,9.01,0.0,0,clear sky,ID
418,Saint-Pierre,-21.34,55.48,69.8,77,90,11.41,0.0,0,overcast clouds,RE
419,Kvarkeno,52.08,59.73,53.29,64,34,5.77,0.0,0,scattered clouds,RU
420,Mareeba,-17.0,145.43,68.0,94,90,11.41,0.0,0,light intensity shower rain,AU
421,Sayyan,15.17,44.32,72.61,29,95,1.19,0.0,0,overcast clouds,YE
422,Charleston,32.78,-79.93,93.2,52,1,5.82,0.0,0,clear sky,US
423,Vostok,46.49,135.88,51.94,98,0,2.62,0.0,0,clear sky,RU
424,Valdez,1.25,-78.98,80.02,80,4,12.95,0.0,0,clear sky,EC
425,Natal,-5.79,-35.21,80.6,69,40,9.17,0.0,0,scattered clouds,BR
426,Bahia Blanca,-38.72,-62.27,48.09,68,98,5.61,0.0,0,overcast clouds,AR
427,Poya,-21.35,165.15,60.82,69,1,6.31,0.0,0,clear sky,NC
428,Talnakh,69.49,88.4,53.6,76,39,8.95,0.0,0,scattered clouds,RU
429,Havre-Saint-Pierre,50.23,-63.6,71.6,64,1,19.46,0.0,0,clear sky,CA
430,Caravelas,-17.71,-39.25,81.79,60,2,6.51,0.0,0,clear sky,BR
431,Valle Hermoso,25.67,-97.83,93.2,63,75,12.75,0.0,0,haze,MX
432,Villarrubia De Los Ojos,39.22,-3.61,95.0,15,0,9.17,0.0,0,clear sky,ES
433,Pospelikha,51.95,81.77,58.68,92,92,4.23,0.0,0,overcast clouds,RU
434,Avera,33.19,-82.53,89.01,62,40,9.17,0.0,0,scattered clouds,US
435,Norman Wells,65.28,-126.83,60.8,87,75,13.87,0.0,0,broken clouds,CA
436,Hokitika,-42.72,170.97,39.16,72,0,5.86,0.0,0,clear sky,NZ
437,Sur,22.57,59.53,84.63,79,42,7.16,0.0,0,scattered clouds,OM
438,Mana,5.66,-53.78,74.43,93,100,1.45,0.2,0,light rain,GF
439,Bilma,18.69,12.92,93.45,11,0,4.85,0.0,0,clear sky,NE
440,Oga,46.46,10.35,64.99,87,75,4.7,0.0,0,light rain,IT
441,Havre,49.58,0.33,64.99,82,84,6.93,0.0,0,broken clouds,FR
442,Pereira Barreto,-20.64,-51.11,71.04,37,35,9.53,0.0,0,scattered clouds,BR
443,Searcy,35.25,-91.74,89.01,74,75,8.05,0.0,0,broken clouds,US
444,Chapleau,47.84,-83.4,86.0,37,75,4.7,0.0,0,broken clouds,CA
445,Kachug,53.96,105.88,61.09,78,48,0.56,0.2,0,light rain,RU
446,Igarka,67.47,86.58,54.66,74,100,4.07,0.0,0,overcast clouds,RU
447,Guatire,10.48,-66.54,81.0,54,25,3.33,2.11,0,moderate rain,VE
448,Tarboro,35.9,-77.54,87.8,62,75,5.82,0.0,0,broken clouds,US
449,Morehead,37.27,-87.18,84.99,69,75,1.59,0.0,0,broken clouds,US
450,Rawson,-43.3,-65.1,45.05,67,62,8.61,0.0,0,broken clouds,AR
451,Mackenzie,55.3,-123.17,59.0,82,75,8.05,0.0,0,broken clouds,CA
452,Yenagoa,4.92,6.26,77.31,88,96,6.13,0.17,0,light rain,NG
453,Rio Gallegos,-51.62,-69.22,26.6,92,20,1.12,0.0,0,few clouds,AR
454,Lokosovo,61.13,74.82,50.63,93,78,4.43,0.0,0,broken clouds,RU
455,Alekseyevka,50.63,38.69,67.3,84,39,4.14,0.0,0,scattered clouds,RU
456,Poum,-20.23,164.02,68.52,70,6,11.01,0.0,0,clear sky,NC
457,Severnoye,56.35,78.36,61.74,85,100,5.14,0.0,0,overcast clouds,RU
458,Lockhart,28.62,-81.44,96.01,41,20,14.99,0.0,0,few clouds,US
459,Waterloo,43.47,-80.52,82.4,48,40,8.05,0.0,0,scattered clouds,CA
460,Vanimo,-2.67,141.3,77.43,81,100,3.67,0.0,0,overcast clouds,PG
461,Qom,34.64,50.88,86.25,17,18,1.01,0.0,0,few clouds,IR
462,Shahrud,36.42,54.98,71.37,42,0,15.19,0.0,0,clear sky,IR
463,Margate,51.38,1.39,66.99,80,71,5.01,0.0,0,broken clouds,GB
464,Porto Novo,6.5,2.6,80.6,83,20,10.29,0.0,0,few clouds,BJ
465,Zabol,32.25,67.25,77.07,18,0,12.03,0.0,0,clear sky,AF
466,Zheleznodorozhnyy,55.75,38.0,71.01,60,29,4.47,0.0,0,scattered clouds,RU
467,Taiyuan,37.87,112.56,73.4,56,92,4.47,0.36,0,light rain,CN
468,Uyuni,-20.46,-66.83,49.71,33,0,19.3,0.0,0,clear sky,BO
469,Gat,31.61,34.76,80.01,70,0,5.06,0.0,0,clear sky,IL
470,Paamiut,61.99,-49.67,41.18,88,4,1.54,0.0,0,clear sky,GL
471,Berdigestyakh,62.1,126.7,65.89,67,88,5.64,0.0,0,overcast clouds,RU
472,Sibolga,1.74,98.78,76.78,79,18,3.89,0.0,0,few clouds,ID
473,Brandfort,-28.7,26.46,44.6,56,0,3.96,0.0,0,clear sky,ZA
474,Vuktyl,63.86,57.31,54.3,62,96,7.2,0.0,0,overcast clouds,RU
475,Changtu,42.78,124.1,65.73,67,73,4.12,0.0,0,broken clouds,CN
476,Baykalovo,57.4,63.77,50.47,92,100,5.46,0.0,0,overcast clouds,RU
477,Kurumkan,54.3,110.3,64.51,62,57,2.55,0.13,0,light rain,RU
478,Gornopravdinsk,60.05,69.9,52.39,85,74,3.62,0.0,0,broken clouds,RU
479,Oskarshamn,57.26,16.45,64.99,58,52,4.0,0.0,0,broken clouds,SE
480,Kuruman,-27.45,23.43,49.05,60,0,4.38,0.0,0,clear sky,ZA
481,Saint-Augustin,51.23,-58.65,66.51,77,40,18.52,0.6,0,light rain,CA
482,Umm Kaddadah,13.6,26.69,94.6,29,56,14.74,0.0,0,broken clouds,SD
483,Niteroi,-22.88,-43.1,86.0,42,92,10.29,0.0,0,overcast clouds,BR
484,Mujiayingzi,42.12,118.78,65.1,77,86,2.21,0.0,0,overcast clouds,CN
485,Isabela,6.71,121.97,78.28,83,94,1.39,0.0,0,overcast clouds,PH
486,Broken Hill,-31.95,141.43,51.8,71,0,4.7,0.0,0,clear sky,AU
487,Kiruna,67.86,20.23,44.6,81,100,3.36,0.0,0,overcast clouds,SE
488,Okhotsk,59.38,143.3,48.25,77,53,9.75,0.0,0,broken clouds,RU
489,Padang,-0.95,100.35,77.88,79,37,4.97,0.0,0,scattered clouds,ID
490,Guntur,16.3,80.45,82.06,84,99,9.89,1.23,0,moderate rain,IN
491,Manadhoo,5.77,73.38,83.64,76,70,7.07,0.0,0,broken clouds,MV
492,Benalla,-36.55,145.98,55.4,71,90,16.11,0.0,0,overcast clouds,AU
493,Qaqortoq,60.72,-46.03,50.0,61,75,6.93,0.0,0,broken clouds,GL
494,Narsaq,60.92,-46.05,50.0,61,75,6.93,0.0,0,broken clouds,GL
495,Freeport,40.66,-73.58,82.0,57,20,8.05,1.15,0,moderate rain,US
496,Tuatapere,-46.13,167.68,39.0,83,61,3.0,0.0,0,broken clouds,NZ
497,Belmonte,-15.86,-38.88,84.2,54,40,10.29,0.0,0,scattered clouds,BR
498,Tokmak,47.25,35.71,73.96,74,19,5.88,0.0,0,few clouds,UA
499,Ahuimanu,21.44,-157.84,78.8,57,75,10.29,0.0,0,broken clouds,US
500,Chauk,20.88,94.82,81.48,78,100,9.28,0.0,0,overcast clouds,MM
501,Berezovyy,51.67,135.7,46.44,84,25,3.31,0.0,0,scattered clouds,RU
502,Mezen,65.85,44.24,59.76,77,97,9.44,0.0,0,overcast clouds,RU
503,Denpasar,-8.65,115.22,78.8,100,20,10.29,0.0,0,few clouds,ID
504,Changqing,36.56,116.73,84.0,47,56,6.33,0.0,0,broken clouds,CN
505,Rangpo,27.18,88.53,79.09,74,78,2.28,0.6,0,light rain,IN
506,Nishihara,26.18,127.76,80.6,94,75,16.11,0.0,0,broken clouds,JP
507,Dawei,14.08,98.2,77.09,89,100,1.59,0.0,0,overcast clouds,MM
508,Pittsfield,42.45,-73.25,75.99,73,75,4.7,0.0,0,broken clouds,US
509,Arica,-18.48,-70.3,62.6,67,90,6.93,0.0,0,overcast clouds,CL
510,Port Blair,11.67,92.75,82.71,81,100,12.48,0.0,0,overcast clouds,IN
511,Vao,-22.67,167.48,67.84,51,51,10.0,0.0,0,broken clouds,NC
512,Harrison,30.41,-89.04,91.99,66,40,6.93,0.0,0,scattered clouds,US
513,Barra Dos Coqueiros,-10.91,-37.04,82.4,54,20,11.41,0.0,0,few clouds,BR
514,Bemidji,47.47,-94.88,80.01,61,40,9.17,0.0,0,scattered clouds,US
515,Buala,-8.14,159.59,79.41,79,100,4.43,0.0,0,overcast clouds,SB
516,Jijiga,9.35,42.8,65.75,72,78,16.13,0.0,0,broken clouds,ET
517,Ulaanbaatar,47.91,106.88,57.2,76,40,4.47,0.0,0,scattered clouds,MN
518,Anloga,5.79,0.9,80.6,78,20,6.93,0.0,0,few clouds,GH
519,Ler,8.3,30.14,75.51,78,99,1.92,0.0,0,overcast clouds,SS
520,Kanpur,26.47,80.35,84.2,83,40,6.53,0.0,0,mist,IN
521,Santa Cruz,-17.8,-63.17,69.8,40,75,13.87,0.0,0,broken clouds,BO
522,Aras,42.56,-2.36,78.8,54,40,6.93,0.0,0,scattered clouds,ES
523,Pershotravneve,51.39,28.87,67.08,87,20,5.14,0.0,0,few clouds,UA
524,Gaoual,11.75,-13.2,82.11,80,99,1.34,3.95,0,moderate rain,GN
525,Coahuayana,18.73,-103.68,77.0,83,75,5.79,0.0,0,broken clouds,MX
526,Sola,-13.88,167.55,78.8,78,75,13.87,0.0,0,broken clouds,VU
527,Taywarah,33.35,64.42,58.57,32,0,6.46,0.0,0,clear sky,AF
528,Kingman,35.19,-114.05,91.0,20,1,3.36,0.0,0,clear sky,US
529,Big Spring,32.25,-101.48,96.01,34,1,5.82,0.0,0,clear sky,US
530,Mackay,-21.15,149.2,60.8,93,75,6.93,0.0,0,broken clouds,AU
531,Yasnogorsk,54.48,37.7,61.27,87,39,7.31,0.0,0,scattered clouds,RU
532,Harper,4.38,-7.72,77.95,76,84,8.01,0.0,0,broken clouds,LR
533,Agadez,19.75,10.25,95.47,10,0,7.94,0.0,0,clear sky,NE
534,Koungou,-12.73,45.2,77.0,78,20,19.46,0.0,0,few clouds,YT
535,Kloulklubed,7.04,134.26,78.8,88,75,10.83,0.0,0,broken clouds,PW
536,Pakokku,21.33,95.1,82.11,78,100,9.6,0.0,0,overcast clouds,MM
537,Choix,26.71,-108.32,93.76,43,10,6.38,0.0,0,clear sky,MX
538,Xining,36.62,101.77,51.96,75,2,2.66,0.0,0,clear sky,CN
539,Los Llanos De Aridane,28.66,-17.92,75.2,69,20,16.11,0.0,0,few clouds,ES
540,Holden,42.35,-71.86,78.01,78,40,4.7,0.51,0,light rain,US
541,Svetlaya,46.54,138.33,53.71,88,59,8.37,0.0,0,broken clouds,RU
542,San Lorenzo,-25.33,-57.53,60.8,55,20,9.17,0.0,0,few clouds,PY
543,Calabozo,8.92,-67.43,86.13,71,51,6.6,0.68,0,light rain,VE
544,Olafsvik,64.89,-23.71,51.82,79,4,13.22,0.0,0,clear sky,IS
545,Tobermory,45.25,-81.67,82.99,57,12,1.01,0.0,0,few clouds,CA
546,Newport,51.59,-3.0,63.0,65,11,3.0,0.0,0,few clouds,GB
547,Novikovo,51.15,37.89,66.34,76,15,4.12,0.0,0,few clouds,RU
548,Kalabo,-14.97,22.68,68.31,37,28,4.97,0.0,0,scattered clouds,ZM
